微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布时间,发布工具,点赞数,转发数,评论数,发布位置
IqJ6Ecje9,叶子的B-612,女,安徽,283,69,叶子的B-612:愿天佑中华疫情得治平安顺遂  原图 ,无,2020-01-23 00:58,无,0,0,0,无

IqIJ4oAY2,请请请翻我牌,男,其他,50,13,请请请翻我牌:做个人吧，武汉的别往外跑了，什么过年探亲，你想让亲人也感染吗，看到的跟家里人说说，唉#武汉对进出城车辆及人员实施疫情排查##武汉要求全市在公共场合佩戴口罩#  ,无,2020-01-22 23:59,荣耀10 AI变色更潮美,0,0,0,无
IqIJ4ozJk,灯里影,女,北京,129,3,灯里影:『实时更新|武汉新型肺炎全国疫情地图』实时更新|新冠肺炎疫情地图  ,无,2020-01-22 23:59,vivo Z3性能实力派,0,2,0,无
IqIJ3vge9,午夜小船手,女,其他,555,1086,午夜小船手:zf没有睁一只眼闭一只眼啊 我爸今晚开会到现在都还没回来 而且他并不是直系管这类事的人 每个部门都在努力啊 不要那么丧好不好网上的观众们 疫情确实很严重我们在湖北的比谁都清楚 这时候不是骂zf的时候吧 中国人的G点真的奇怪  ,无,2020-01-22 23:59,iPhone客户端,5,0,7,无
IqIJ3veg5,小胖几要控制你寄几,女,江西,570,137,小胖几要控制你寄几:『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』http://t.cn/A6vBUMBT  ,无,2020-01-22 23:59,小米8周年旗舰手机,1,3,1,无
IqIJ3cWS5,猫轻微-,女,广西,160,279,猫轻微-:『实时更新|武汉新型肺炎全国疫情地图』实时更新|新冠肺炎疫情地图  ,无,2020-01-22 23:59,iPhone客户端,0,0,0,无
IqIJ3cVtl,永远万事胜意的女孩儿,女,其他,461,849,永远万事胜意的女孩儿:#中国有信心打赢新型肺炎疫情攻坚战# 希望能听到好消息！！！[加油][加油][加油]  原图 ,无,2020-01-22 23:59,nova5i 2400万AI四摄,62,1,0,无
IqIJ2BQ4L,vicky猪11,女,北京,911,11367,vicky猪11:#王一博为你守护# wyb #王一博无感#最近疫情愈发严重请猫头们注意保护好自己多关注疫情，做好预防措施！①保证睡眠，让身体充分的休息好❗️②注意饮食❗️正常规律的饮食☑️多吃水果蔬菜，补充维生素☑️将肉类蛋类禽类彻底煮熟☑️勿食野味☑️③出门最好戴口罩勤洗手 ❗️④避免与呼吸道感染者接触 ❗️⑤咳嗽或打喷嚏时捂住口鼻避免唾液飞溅❗️⑥不要随地吐痰 ❗️⑦尽量避免去人多的地方❗️⑧有发热咳嗽现象一定要及时就医不要拖❗️⑨保持良好乐观心态，切勿乱传谣言❗️这个特殊时期不得不给金🐷霸霸打个广告@舒肤佳Safeguard 有效抑菌，守护家人安全💚一定要记住搭配正确的洗手方法【流水＋除菌皂（洗手液）＋七步洗手法】这个最有效的消毒方法消毒，见P5以上这些都做到了王一博给你鼓掌、给你点赞最后💚祈祷大家平安喜乐💚@UNIQ-王一博 [组图共9张] 原图 ,无,2020-01-22 23:59,王一博超话,228,6,133,无
IqIJ2jwR7,咦-路人乙,女,河南,17,67,咦-路人乙:回到家了，感觉这个城市一片祥和，好像这几天看到的疫情消息都是假的一样，戴口罩的真的都是年轻人，其他的人都不戴，在回来的路上出租车司机还说你们这捂的这么紧，不难受吗，2003非典的时候怎么怎么严重，他都没有戴口罩什么的，回到家，我妈看到我跟老弟两都戴着口罩回来，就笑我俩，我爸还说我们小题大做……我都怀疑是不是我自己把事情看的太严重了，一刷微博，发病人数上升，死亡人数上升，都不知道说什么了，希望快点控制病情，人人平安！ http://t.cn/R2WxQce 显示地图 原图 ,http://t.cn/R2WxQce,2020-01-22 23:59,HUAWEI P20 Pro,0,0,0,无
IqIJ2lfui,Ms隰桑,女,河北,119,14,Ms隰桑:#钟南山# 疫情出现了，奋斗在第一线的是医护人员，谁能不怕传染，但他们依然坚持，在任何灾情出现的时候也总少不了医护人员，愿，平安！愿，以后医患纠纷能够少一些。我不是医生，不是护士，但是我期待他们能够尽快研制出疫苗，希望快些好起来，我们总不能有事钟无艳……感恩，祈祷！  原图 ,无,2020-01-22 23:59,前置双摄vivo X9,5,0,0,无
IqIJ2jwR7,咦-路人乙,女,河南,17,67,咦-路人乙:回到家了，感觉这个城市一片祥和，好像这几天看到的疫情消息都是假的一样，戴口罩的真的都是年轻人，其他的人都不戴，在回来的路上出租车司机还说你们这捂的这么紧，不难受吗，2003非典的时候怎么怎么严重，他都没有戴口罩什么的，回到家，我妈看到我跟老弟两都戴着口罩回来，就笑我俩，我爸还说我们小题大做……我都怀疑是不是我自己把事情看的太严重了，一刷微博，发病人数上升，死亡人数上升，都不知道说什么了，希望快点控制病情，人人平安！ http://t.cn/R2WxQce 显示地图 原图 ,http://t.cn/R2WxQce,2020-01-22 23:59,HUAWEI P20 Pro,0,0,0,无
IqIJ24Gui,十七朵花,女,北京,636,11423,十七朵花:和朋友聊武汉肺炎疫情，朋友说，17年前的记忆好模糊，但此情此景却想起也是十几年前看的一段剧情，是《大长今》。长今做医女时，京城附近的村庄发生瘟疫，朝廷派来的医疗队想尽办法，依然束手无策。眼看疫情越来越严重，一个医女带来了朝廷最新指令。一个红色卷轴，打开后，上面写着一个汉字：锁。不知道为什么，17年前的记忆就是模糊的，但这段剧情和那个“锁”字却记得好清晰。 ,无,2020-01-22 23:59,十七小姐的Android,3,1,0,无
IqIJ24Gui,十七朵花,女,北京,636,11423,十七朵花:和朋友聊武汉肺炎疫情，朋友说，17年前的记忆好模糊，但此情此景却想起也是十几年前看的一段剧情，是《大长今》。长今做医女时，京城附近的村庄发生瘟疫，朝廷派来的医疗队想尽办法，依然束手无策。眼看疫情越来越严重，一个医女带来了朝廷最新指令。一个红色卷轴，打开后，上面写着一个汉字：锁。不知道为什么，17年前的记忆就是模糊的，但这段剧情和那个“锁”字却记得好清晰。 ,无,2020-01-22 23:59,十七小姐的Android,3,1,0,无
IqIJ1qaBy,西安坊上人盛志明,男,陕西,801,804,西安坊上人盛志明:主播说联播丨疫情面前，刚强想对医护人员说：护好自己，愿平安简单来说，疫情来了你也别慌，没事别出门凑热闹，确要出门请戴口罩，出门回来勤洗手。行动起来，为自己的健康，也为大家安康！主播说联播丨疫情面前，刚强想对医护人员说：护好自己，愿平安  ,无,2020-01-22 23:59,iPhone 7 Plus,0,0,0,无
IqIJ1qaBy,西安坊上人盛志明,男,陕西,801,804,西安坊上人盛志明:主播说联播丨疫情面前，刚强想对医护人员说：护好自己，愿平安简单来说，疫情来了你也别慌，没事别出门凑热闹，确要出门请戴口罩，出门回来勤洗手。行动起来，为自己的健康，也为大家安康！主播说联播丨疫情面前，刚强想对医护人员说：护好自己，愿平安  ,无,2020-01-22 23:59,iPhone 7 Plus,0,0,0,无
IqIJ1bitp,kwan_bebetter,女,广东,239,291,kwan_bebetter:大概是我们俩跟成都八字不合五一决定去的时候你出差了，取消；国庆去了你心心念念想去的东京；春节纠结了很久去成都还是去西安，决定成都之后为了让我能参加聚会改签了一次，改签完定bnb的时候还立了flag觉得肯定不会再改了，结果现在疫情愈发严重有命和健康才能继续谈恋爱啊是吧  原图 ,无,2020-01-22 23:59,iPhone客户端,2,0,4,无
IqIJ17Yu9,黑龙江共青团,女,黑龙江,1012,1361687,黑龙江共青团:#晚安龙青# 谢谢你，疫情中的逆行者！感谢有你，盼你平安！#致敬白衣战士#  原图 ,无,2020-01-22 23:59,无,7,1,3,无
IqIJ17Z5x,午休时间_,女,江苏,264,357,午休时间_:非典的时候我还小 虽然疫情严重 但是总觉得灾难离自己很远 整日没心没肺的活着 甚至想着可以不用去上课还真好呢 现在新型肺炎肆虐 我又深处湖北省内 身边又有小陈女士 我的心情真的很沉重 我弟弟宽慰我说她这么小又处于免疫期内 还算安全 危险的是我们大人 说实话我怕生病也怕死 只愿这次灾情早点过去  大家都平平安安身体健康[加油][加油][加油] ,无,2020-01-22 23:59,nova5Pro人像超级夜景,1,0,8,无
IqIJ0wOGK,浮尘野马ZUI,女,北京,97,34,浮尘野马ZUI:『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』http://t.cn/A6v1xgC0  ,无,2020-01-22 23:59,iPhone客户端,0,0,0,无
IqIJ0eBAJ,我是海绵宝宝最好的盆友派大星呀,女,其他,252,107,我是海绵宝宝最好的盆友派大星呀:『实时更新|武汉新型肺炎全国疫情地图』实时更新|新冠肺炎疫情地图  ,无,2020-01-22 23:59,够快才畅快vivo X6S,0,0,0,无
IqIIZF8sQ,Ali-crane,女,其他,247,15598,Ali-crane:【】假期回家过年，老何留在云南学校没有回家。原计划的几天后另一个城市碰面然后旅行，却因为现在疫情走向未知，一切都面临搁置。视频时，老何说数着日子过的假期一下子变得没有盼头。也不知道能否正常开学。看她一边让我哪儿都别瞎跑，一边忍着丧气的样子，心里实在不好受。挂了视频，她发给我#Beautiful In White (Demo)-Westlife[音乐]#，发信息说让我不要担心，说自己会调节好自己的失落，安慰我年后会好的。点开歌，原本有些低落的情绪马上被满满的幸福感填满。是啊，会好的，因为有你挂念，因为有你可挂念，所以没什么好怕的呢会早早地见面的，晚安，平安@人生海海飞驰吧 [组图共2张] 原图 ,无,2020-01-22 23:59,nova5Pro人像超级夜景,15,0,5,无
IqIIZldZ9,做一个温婉的姑娘,女,西藏,495,236,做一个温婉的姑娘:希望一觉醒来疫情病例不要再新增，希望能睡到闹铃醒。 石家庄  显示地图 原图 ,无,2020-01-22 23:59,iPhone客户端,2,0,0,无
IqIIZlP69,全星侦探,男,北京,786,36428,全星侦探:【钟南山：新型肺炎不会重复17年前的SARS疫情】国家卫健委高级别专家组组长钟南山：新型冠状病毒没有特效药；春节期间得病人数还会增加，防治的关键是防止出现超级传播者；不会重复17年前的SARS疫情。  原图 ,无,2020-01-22 23:59,风行工作室热搜第一推荐,0,0,0,无
IqIIZ6QVA,燕山月沙如雪,男,北京,291,169,燕山月沙如雪:人民网评：面对疫情，任何侥幸都可能夺人性命 人民网评：面对疫情，任何侥幸都可能夺人性命  ,无,2020-01-22 23:59,努比亚浏览器,0,0,0,无
IqIIZ6QKz,sylin1993,女,湖南,74,7,sylin1993:国家卫生健康委会同相关部门联防联控 全力应对新型冠状病毒感染的肺炎疫情 http://t.cn/A6vD7Zr6  原图 ,无,2020-01-22 23:59,学习强国客户端,0,0,0,无
IqIIZ5QUP,听闻誓言十诺九慌,女,其他,280,27,听闻誓言十诺九慌:『新型肺炎疫情实时动态 - 人民日报·丁香园』http://t.cn/A6vkGFII  ,无,2020-01-22 23:59,HUAWEI Mate 20 Pro,0,0,0,无
IqIIYtylD,可人味的狗蛋儿,女,宁夏,165,143,可人味的狗蛋儿:#疫情地图 #太可怕了。  原图 ,无,2020-01-22 23:59,nova4自拍极点全面屏,0,0,0,无
IqIIYabuw,揍四妹有糊嗷,男,其他,15,3,揍四妹有糊嗷:纵有千般无奈，也得考虑周全，防患于未然，是给自己也是给家人，还有身边认识的人一个最好的交代，后天过年不回去了，虽然心里好想回去，不过还是等疫情过去后再回去吧，其实在天津过年也是很嗨皮的！祝福奋斗在各个岗位的医护人员，你们最棒🙏🙏  [组图共2张] 原图 ,无,2020-01-22 23:59,iPhone客户端,1,1,1,无
IqIIWpFUC,祢666,女,海外,141,19,祢666:#唐探3终极预告#不去了还是保命重要，希望疫情能尽快控制住，也希望电影上映时间长一点  ,无,2020-01-22 23:59,前后2000万 OPPO R11,0,0,0,无
IqIIWpFUC,祢666,女,海外,141,19,祢666:#唐探3终极预告#不去了还是保命重要，希望疫情能尽快控制住，也希望电影上映时间长一点  ,无,2020-01-22 23:59,前后2000万 OPPO R11,0,0,0,无
IqIIWa7pO,蜜橘包呀416,女,福建,535,1140,蜜橘包呀416:#致敬疫情前线医护人员#感谢前线所有坚守在岗位的医护人员！ 福州  显示地图 ,#致敬疫情前线医护人员#,2020-01-22 23:59,橘唯爱的iPhone客户端,0,0,0,无
IqGBY1dPq,辽阳智慧社区,女,辽宁,82,8000,辽阳智慧社区:#辽阳身边事# 【权威发布！辽阳市暂未接到新型冠状病毒感染肺炎疑似病例或确诊病例报告】近期，湖北省武汉市等多个地区发生的新型冠状病毒感染肺炎疫情牵动人心。随着春节临近，各地返辽人员增加，广大市民对辽阳的防控工作更加关注。今天，辽阳市广播电视台记者就相关情况采访了市卫生健康服务中心应急与业务管理科科长龙泉。记者：“请问我们辽阳的情况如何，我市采取了哪些防控措施？”市卫生健康服务中心应急与业务管理科科长龙泉：确实，最近我们所有人最关心的问题应该就是新型冠状病毒感染的肺炎了，全国疫情情况每天央视新闻都有播报，我就不重复说明了。截至目前我市没有接到新型冠状病毒肺炎的疑似病例或者确诊病例的报告。在市委、市政府的领导下，我们市卫生健康服务中心作为防控机构已经开展了系列防控准备工作：一是成立了组织机构，组建专家组及应急机动队；二是储备了应急物资，包括防护用品，消毒物资和新型冠状病毒的核酸检测试剂；三是开展了防控方案、流行病学调查方案、实验室检测技术方案等的技术培训，机动队员24小时待命。四是我们积极回应社会关切，除了做好健康宣教之外，指定专人接待老百姓的答疑和解释工作。记者：“如何能降低感染冠状病毒的风险？”市卫生健康服务中心应急与业务管理科科长龙泉：1、在咳嗽或打喷嚏后；在照护病人时；在制备食品之前、期间和之后；饭前、便后、手脏时、在处理动物或动物排泄物后，用肥皂和清水或含有酒精的洗手液洗手。2、咳嗽和打喷嚏时：用纸巾或屈肘遮住口鼻；将用过的纸巾立刻扔进封闭式垃圾箱内；咳嗽或打喷嚏后洗手，防止自己生病。3、避免在未加防护情况下与任何有感冒或类似流感症状的人密切接触（包括在公共场所吐痰、触摸眼睛、鼻子或嘴巴）。4、注意食品安全：处理生食和熟食的切菜板及刀具要分开；处理生食和熟食之间要洗手；将肉和蛋类彻底煮熟。记者：“对于在生鲜市场工作的人群有哪些建议？”市卫生健康服务中心应急与业务管理科科长龙泉：在生鲜市场时：接触动物和动物产品后，用肥皂和清水洗手；避免触摸眼、鼻、口避免与生病的动物和变质的肉接触；避免与市场里的流浪动物、垃圾废水接触。在生鲜市场里工作：接触动物和动物产品后，勤用肥皂和清水洗手；每天至少对设备和工作区域进行一次消毒；在处理动物和生鲜动物产品时，穿好防护服、戴手套和面部防护，下班后脱去防护服，每天清洗并将其留在工作区域；避免家庭成员接触未清洗的工作服和鞋。避免在未加防护的情况下接触野生或养殖动物。来源：辽阳市广播电视台@辽阳身边事 @辽阳同城 @辽阳大乐 @辽阳网 @服务辽阳 原图 ,无,2020-01-22 18:36,iPhone X,23,3,6,无
